Name	Type	Length	%GC	Description 	    
ECs1719	N	720	54.72	BA000007_1753934_1754653 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1720	N	399	48.87	BA000007_1754693_1755091 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1721	N	540	46.48	BA000007_1755196_1755735 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1722	N	744	49.46	BA000007_1755765_1756508 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1723	N	639	49.45	BA000007_1756865_1757503 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1724	N	1131	46.33	BA000007_1757549_1758679 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1725	N	249	49.40	BA000007_1758657_1758905 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1726	N	2472	49.56	BA000007_1758970_1761441 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1727	N	192	43.23	BA000007_1761534_1761725 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1728	N	189	37.04	BA000007_1761722_1761910 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1729	N	234	36.32	BA000007_1762384_1762617 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1730	N	408	39.71	BA000007_1762595_1763002 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1731	N	219	48.40	BA000007_1763025_1763243 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1732	N	408	45.10	BA000007_1763879_1764286 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1733	N	228	51.75	BA000007_1764363_1764590 [CDS]	Escherichia coli O157:H7 str. Sakai
tyrV	N	552	47.83	BA000007_1764574_1765125 [CDS]	Escherichia coli O157:H7 str. Sakai
tyrT	N	1041	50.34	BA000007_1765097_1766137 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1734	N	666	57.36	BA000007_1765926_1766591 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1735	N	312	50.32	BA000007_1767489_1767800 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1736	N	162	45.06	BA000007_1767806_1767967 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1737	N	759	43.87	BA000007_1768219_1768977 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1738	N	213	50.70	BA000007_1769256_1769468 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1739	N	258	41.86	BA000007_1769689_1769946 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1740	N	279	54.48	BA000007_1770016_1770294 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1741	N	1047	54.44	BA000007_1770296_1771342 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1742	N	360	50.00	BA000007_1771355_1771714 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1743	N	531	46.14	BA000007_1771723_1772253 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1744	N	321	47.35	BA000007_1772372_1772692 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1745	N	1059	53.45	BA000007_1772843_1773901 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1746	N	1854	55.34	BA000007_1774698_1776551 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1747	N	216	54.17	BA000007_1776701_1776916 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1748	N	345	47.83	BA000007_1776921_1777265 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1749	N	534	55.43	BA000007_1777316_1777849 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1750	N	570	46.32	BA000007_1778120_1778689 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1751	N	468	55.77	BA000007_1778843_1779310 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1752	N	186	59.14	BA000007_1779063_1779248 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1753	N	228	43.86	BA000007_1779673_1779900 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1754	N	366	56.83	BA000007_1779942_1780307 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1755	N	144	57.64	BA000007_1780270_1780413 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1756	N	564	54.79	BA000007_1780597_1781160 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1757	N	1662	57.82	BA000007_1781157_1782818 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1758	N	1938	60.01	BA000007_1782882_1784819 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1759	N	186	58.60	BA000007_1784895_1785080 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1760	N	2580	56.43	BA000007_1785031_1787610 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1761	N	327	56.27	BA000007_1787613_1787939 [CDS]	Escherichia coli O157:H7 str. Sakai
dicF4	N	351	59.26	BA000007_1787949_1788299 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1762	N	447	58.39	BA000007_1788296_1788742 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1763	N	345	59.71	BA000007_1788739_1789083 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1764	N	846	52.36	BA000007_1789013_1789858 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1765	N	375	57.33	BA000007_1789864_1790238 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1766	N	282	59.57	BA000007_1790262_1790543 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1767	N	3081	57.38	BA000007_1790596_1793676 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1768	N	342	57.31	BA000007_1793669_1794010 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1769	N	438	56.39	BA000007_1794010_1794447 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1770	N	3477	57.43	BA000007_1794635_1798111 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1771	N	600	54.50	BA000007_1798179_1798778 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1772	N	1314	59.59	BA000007_1798930_1800243 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1773	N	270	51.11	BA000007_1800245_1800514 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1774	N	267	43.82	BA000007_1800729_1800995 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1775	N	336	38.69	BA000007_1800866_1801201 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1776	N	1326	42.01	BA000007_1801541_1802866 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1777	N	693	48.77	BA000007_1803527_1804219 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1778	N	912	37.94	BA000007_1804693_1805604 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1779	N	570	37.02	BA000007_1805670_1806239 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1780	N	258	51.16	BA000007_1806286_1806543 [CDS]	Escherichia coli O157:H7 str. Sakai
ileZ3	N	297	54.88	BA000007_1806573_1806869 [CDS]	Escherichia coli O157:H7 str. Sakai
argO3	N	1539	58.48	BA000007_1807205_1808743 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1781	N	348	58.62	BA000007_1808793_1809140 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1782	N	381	51.71	BA000007_1809137_1809517 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1783	N	279	35.84	BA000007_1809857_1810135 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1784	N	153	46.41	BA000007_1810349_1810501 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1785	N	147	41.50	BA000007_1810563_1810709 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1786	N	648	41.20	BA000007_1810846_1811493 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1787	N	591	39.26	BA000007_1811677_1812267 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1788	N	183	51.37	BA000007_1812701_1812883 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1789	N	165	55.76	BA000007_1813378_1813542 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1790	N	510	37.25	BA000007_1813915_1814424 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1791	N	507	40.63	BA000007_1815738_1816244 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1792	N	501	43.11	BA000007_1816290_1816790 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1793	N	204	50.00	BA000007_1816876_1817079 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1794	N	807	54.52	BA000007_1817436_1818242 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1795	N	1194	54.52	BA000007_1818242_1819435 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1796	N	1362	52.79	BA000007_1819447_1820808 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1797	N	1596	55.64	BA000007_1820809_1822404 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1798	N	1563	54.83	BA000007_1822404_1823966 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1799	N	45	44.44	BA000007_1824058_1824102 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1800	N	882	54.42	BA000007_1824240_1825121 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1801	N	657	49.32	BA000007_1825082_1825738 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1802	N	1584	46.91	BA000007_1825766_1827349 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1803	N	873	54.18	BA000007_1827562_1828434 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1804	N	591	51.10	BA000007_1828474_1829064 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1805	N	759	51.78	BA000007_1829061_1829819 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1806	N	1050	50.48	BA000007_1830039_1831088 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1807	N	252	46.83	BA000007_1831124_1831375 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1808	N	2598	52.00	BA000007_1831755_1834352 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1809	N	975	48.21	BA000007_1834562_1835536 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1810	N	180	46.67	BA000007_1835986_1836165 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1811	N	2676	52.80	BA000007_1836538_1839213 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1812	N	591	50.08	BA000007_1839277_1839867 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1813	N	765	50.33	BA000007_1840037_1840801 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1814	N	309	49.19	BA000007_1840950_1841258 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1815	N	1170	51.97	BA000007_1841265_1842434 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1816	N	738	53.39	BA000007_1842627_1843364 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1817	N	330	48.79	BA000007_1843361_1843690 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1818	N	219	53.42	BA000007_1843816_1844034 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1819	N	750	49.33	BA000007_1844303_1845052 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1820	N	1986	48.39	BA000007_1845463_1847448 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1821	N	1935	52.76	BA000007_1847683_1849617 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1822	N	1206	51.24	BA000007_1849685_1850890 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1823	N	789	53.23	BA000007_1850956_1851744 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1824	N	567	48.15	BA000007_1852222_1852788 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1825	N	1122	51.16	BA000007_1852937_1854058 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1826	N	3084	51.52	BA000007_1854058_1857141 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1827	N	1374	54.15	BA000007_1857164_1858537 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1828	N	1164	48.97	BA000007_1858546_1859709 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1829	N	807	51.43	BA000007_1859761_1860567 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1830	N	993	50.25	BA000007_1860569_1861561 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1831	N	891	57.24	BA000007_1861561_1862451 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1832	N	966	51.24	BA000007_1862438_1863403 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1833	N	1644	54.26	BA000007_1863400_1865043 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1834	N	246	48.78	BA000007_1865356_1865601 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1835	N	1440	53.06	BA000007_1865735_1867174 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1836	N	1497	52.17	BA000007_1867423_1868919 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1837	N	777	52.77	BA000007_1869041_1869817 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1838	N	558	50.72	BA000007_1869844_1870401 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1839	N	1488	57.39	BA000007_1870551_1872038 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1840	N	1281	59.02	BA000007_1872040_1873320 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1841	N	1266	57.82	BA000007_1873358_1874623 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1842	N	993	52.06	BA000007_1874754_1875746 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1843	N	669	49.63	BA000007_1875898_1876566 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1844	N	225	47.11	BA000007_1876620_1876844 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1845	N	360	49.44	BA000007_1876844_1877203 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1846	N	222	54.95	BA000007_1877212_1877433 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1847	N	315	50.48	BA000007_1877508_1877822 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1848	N	375	38.67	BA000007_1878032_1878406 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1849	N	981	45.67	BA000007_1878730_1879710 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1850	N	630	49.52	BA000007_1879724_1880353 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1851	N	612	52.61	BA000007_1880405_1881016 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1852	N	882	52.72	BA000007_1881037_1881918 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1853	N	843	52.19	BA000007_1881905_1882747 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1854	N	1053	54.89	BA000007_1882778_1883830 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1855	N	789	52.72	BA000007_1883848_1884636 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1856	N	1056	54.92	BA000007_1884646_1885701 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1857	N	2268	54.10	BA000007_1885698_1887965 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1858	N	660	57.12	BA000007_1887962_1888621 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1859	N	1083	49.49	BA000007_1888635_1889717 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1860	N	906	49.45	BA000007_1889762_1890667 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1861	N	999	45.25	BA000007_1890778_1891776 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1862	N	1398	55.01	BA000007_1891931_1893328 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1863	N	1062	56.40	BA000007_1893325_1894386 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1864	N	1542	51.69	BA000007_1894534_1896075 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1865	N	507	51.48	BA000007_1896119_1896625 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1866	N	1008	54.17	BA000007_1896702_1897709 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1867	N	789	53.87	BA000007_1897684_1898472 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1868	N	663	42.38	BA000007_1898703_1899365 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1869	N	276	47.10	BA000007_1899362_1899637 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1870	N	369	47.43	BA000007_1899924_1900292 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1871	N	933	48.66	BA000007_1900292_1901224 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1872	N	900	47.00	BA000007_1901350_1902249 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1873	N	1635	48.07	BA000007_1902564_1904198 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1874	N	1032	43.60	BA000007_1904249_1905280 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1875	N	258	45.35	BA000007_1905524_1905781 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1876	N	951	50.37	BA000007_1905831_1906781 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1877	N	753	51.39	BA000007_1906933_1907685 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1878	N	516	53.10	BA000007_1907880_1908395 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1879	N	615	49.27	BA000007_1908406_1909020 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1880	N	891	53.98	BA000007_1909209_1910099 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1881	N	327	54.13	BA000007_1910096_1910422 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1882	N	798	50.25	BA000007_1910448_1911245 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1883	N	1446	52.21	BA000007_1911282_1912727 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1884	N	1326	55.35	BA000007_1912727_1914052 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1885	N	909	49.50	BA000007_1914213_1915121 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1886	N	564	53.55	BA000007_1915451_1916014 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1887	N	1293	47.10	BA000007_1916035_1917327 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1888	N	984	51.83	BA000007_1917522_1918505 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1889	N	1374	51.75	BA000007_1918983_1920356 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1890	N	936	49.25	BA000007_1920485_1921420 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1891	N	1236	43.85	BA000007_1921472_1922707 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1892	N	240	46.67	BA000007_1922709_1922948 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1893	N	189	36.51	BA000007_1923024_1923212 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1894	N	150	43.33	BA000007_1923250_1923399 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1895	N	810	46.17	BA000007_1923455_1924264 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1896	N	2601	49.83	BA000007_1924257_1926857 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1897	N	276	38.77	BA000007_1926959_1927234 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1898	N	234	41.45	BA000007_1927479_1927712 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1899	N	612	39.54	BA000007_1928019_1928630 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1900	N	156	49.36	BA000007_1928627_1928782 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1901	N	177	48.59	BA000007_1928639_1928815 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1902	N	180	49.44	BA000007_1928793_1928972 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1903	N	312	37.50	BA000007_1929215_1929526 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1904	N	255	39.61	BA000007_1929714_1929968 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1905	N	423	52.01	BA000007_1929965_1930387 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1906	N	789	49.18	BA000007_1930465_1931253 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1907	N	747	54.08	BA000007_1931260_1932006 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1908	N	813	51.05	BA000007_1931978_1932790 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1909	N	237	54.85	BA000007_1932489_1932725 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1910	N	423	48.94	BA000007_1932806_1933228 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1911	N	213	39.91	BA000007_1933334_1933546 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1912	N	264	42.05	BA000007_1933798_1934061 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1913	N	162	44.44	BA000007_1934072_1934233 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1914	N	246	49.59	BA000007_1934312_1934557 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1915	N	1152	36.46	BA000007_1934989_1936140 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1916	N	990	31.82	BA000007_1936108_1937097 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1917	N	1392	35.34	BA000007_1937097_1938488 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1918	N	600	49.83	BA000007_1938988_1939587 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1919	N	291	48.45	BA000007_1939587_1939877 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1920	N	555	46.31	BA000007_1939874_1940428 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1921	N	432	50.69	BA000007_1940990_1941421 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1922	N	168	54.17	BA000007_1941418_1941585 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1923	N	1854	55.61	BA000007_1941996_1943849 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1924	N	216	52.31	BA000007_1943999_1944214 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1925	N	345	47.25	BA000007_1944219_1944563 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1926	N	534	55.43	BA000007_1944614_1945147 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1927	N	570	46.32	BA000007_1945418_1945987 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1928	N	468	55.77	BA000007_1946141_1946608 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1929	N	228	43.86	BA000007_1946971_1947198 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1930	N	366	56.83	BA000007_1947240_1947605 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1931	N	144	57.64	BA000007_1947568_1947711 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1932	N	564	54.96	BA000007_1947895_1948458 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1933	N	1662	57.82	BA000007_1948455_1950116 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1934	N	1938	60.01	BA000007_1950180_1952117 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1935	N	186	58.60	BA000007_1952193_1952378 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1936	N	1365	55.46	BA000007_1952329_1953693 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1937	N	1224	56.86	BA000007_1953690_1954913 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1939	N	327	57.19	BA000007_1954910_1955236 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1938	N	351	58.69	BA000007_1955246_1955596 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1940	N	447	58.17	BA000007_1955593_1956039 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1941	N	345	59.71	BA000007_1956036_1956380 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1942	N	717	53.00	BA000007_1956449_1957165 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1943	N	375	57.87	BA000007_1957171_1957545 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1944	N	282	59.57	BA000007_1957569_1957850 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1945	N	3081	57.42	BA000007_1957902_1960982 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1946	N	342	57.60	BA000007_1960975_1961316 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1947	N	699	58.23	BA000007_1961316_1962014 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1948	N	744	57.80	BA000007_1962025_1962768 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1949	N	681	60.35	BA000007_1962666_1963346 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1950	N	207	48.31	BA000007_1963300_1963506 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1951	N	528	52.84	BA000007_1963537_1964064 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1952	N	3498	56.69	BA000007_1964198_1967695 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1953	N	600	56.17	BA000007_1967766_1968365 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1954	N	1086	60.87	BA000007_1968658_1969743 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1955	N	342	51.17	BA000007_1969673_1970014 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1956	N	576	42.36	BA000007_1970127_1970702 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1957	N	630	40.16	BA000007_1970775_1971404 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1958	N	642	36.92	BA000007_1971486_1972127 [CDS]	Escherichia coli O157:H7 str. Sakai
ileZ4	N	507	47.53	BA000007_1972708_1973214 [CDS]	Escherichia coli O157:H7 str. Sakai
tRNA25	N	768	47.79	BA000007_1973283_1974050 [CDS]	Escherichia coli O157:H7 str. Sakai
argO4	N	372	44.09	BA000007_1974025_1974396 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1959	N	3525	53.62	BA000007_1974762_1978286 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1960	N	423	47.04	BA000007_1978823_1979245 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1961	N	990	50.30	BA000007_1979356_1980345 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1962	N	2640	52.23	BA000007_1980553_1983192 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1963	N	186	43.01	BA000007_1983189_1983374 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs1964	N	327	45.26	BA000007_1983379_1983705 [CDS]	Escherichia coli O157:H7 str. Sakai
